1	0.515024	0
2	0.500637	0.0143862
3	0.504872	0.00932325
4	0.504883	0.00659254
5	0.505947	0.0052164
6	0.504072	0.00465386
7	0.502866	0.00411396
8	0.501826	0.00371152
9	0.501978	0.00327679
10	0.501493	0.00297063
11	0.502142	0.00276416
12	0.501567	0.00258795
13	0.501528	0.00238089
14	0.501485	0.00220468
15	0.501592	0.00205521
16	0.502087	0.00198533
17	0.50148	0.00196144
18	0.501486	0.00184927
19	0.500756	0.00189554
20	0.500226	0.00187472
21	0.499925	0.00180842
22	0.499379	0.00180876
23	0.498803	0.00182178
24	0.498896	0.00174667
25	0.498898	0.00167534
26	0.4998	0.0018452
27	0.499575	0.00178978
28	0.49942	0.00173161
29	0.499669	0.00168931
30	0.499216	0.00169369
31	0.499235	0.00163826
32	0.498939	0.00161359
33	0.498941	0.00156393
34	0.49924	0.00154632
35	0.499227	0.00150155
36	0.499701	0.00153436
37	0.499804	0.00149589
38	0.499884	0.0014582
39	0.499707	0.00143142
40	0.499628	0.00139736
41	0.499977	0.0014066
42	0.500175	0.00138699
43	0.500028	0.00136231
44	0.499939	0.00133395
45	0.500273	0.00134606
46	0.50023	0.00131718
47	0.500629	0.00134936
48	0.500495	0.00132776
49	0.500611	0.00130553
50	0.500481	0.00128573
51	0.500471	0.00126031
52	0.500352	0.00124157
53	0.500143	0.00123563
54	0.500417	0.00124297
55	0.500533	0.00122569
56	0.500576	0.00120436
57	0.5007	0.00118957
58	0.500721	0.00116907
59	0.500929	0.00116761
60	0.500961	0.00114844
61	0.500676	0.00116477
62	0.500545	0.00115335
63	0.500367	0.00114875
64	0.500465	0.0011349
65	0.500463	0.0011173
66	0.500477	0.00110033
67	0.500367	0.00108932
68	0.500426	0.00107482
69	0.500687	0.00109072
70	0.500691	0.00107503
71	0.500829	0.00106879
72	0.50074	0.00105765
73	0.500963	0.0010668
74	0.5008	0.00106495
75	0.500752	0.00105174
76	0.500655	0.00104228
77	0.500797	0.00103837
78	0.500656	0.00103459
79	0.500775	0.00102825
80	0.50068	0.00101976
81	0.500725	0.00100811
82	0.500688	0.000996433
83	0.500631	0.000985971
84	0.50051	0.000981745
85	0.500562	0.000971539
86	0.500513	0.000961416
87	0.500518	0.000950315
88	0.500579	0.000941425
89	0.500608	0.00093123
90	0.500584	0.000921125
91	0.500646	0.000913036
92	0.500764	0.000910737
93	0.50077	0.000900912
94	0.500711	0.000893258
95	0.500743	0.000884405
96	0.500735	0.000875188
97	0.500672	0.000868399
98	0.500668	0.000859502
99	0.500804	0.000861661
100	0.5007	0.000859389
