0           -0.754701   -0.660164   0
1           0.459299   -0.337669   0
2           -0.0457706   0.143669   0
3           0.410058   -0.827986   0
4           0.312037   0.810967   0
5           -0.257007   0.673133   0
6           0.552096   -0.957725   0
7           -0.663351   0.144877   0
8           -0.441534   0.0917158   0
9           -0.965397   0.166357   0
10           -0.870714   0.509307   0
11           -0.533686   -0.613414   0
12           -0.0135474   0.512095   0
13           -0.0417242   -0.0114806   0
14           -0.484213   -0.521464   0
15           -0.0564068   0.169834   0
16           0.233619   0.160937   0
17           -0.832092   -0.681482   0
18           0.863731   0.508103   0
19           0.00371557   -0.951432   0
20           0.372012   -0.261299   0
21           0.303909   -0.572297   0
22           0.35676   -0.803571   0
23           -0.75808   0.360274   0
24           0.154538   0.68001   0
25           -0.894478   -0.092985   0
26           0.531528   0.940534   0
27           -0.54778   0.989221   0
28           0.837711   0.879751   0
29           0.626571   -0.964115   0
30           -0.732392   -0.893041   0
31           0.426846   -0.776446   0
32           0.97095   -0.201956   0
33           -0.454497   -0.49727   0
