0	103.04
1	98.16
2	85.32
3	74.28
4	100.84
5	114.28
6	100.12
7	100.8
8	100.08
9	87.94
10	84.34
11	132.96
12	108
13	95.34
14	105.32
15	86.84
16	105.68
17	90.96
18	85.2
19	102.3
20	92.24
21	81.88
22	129.86
23	106.9
24	87.38
25	86.18
26	72.48
27	85.8
28	102.72
29	91.42
30	104.58
31	101.9
32	108.86
33	115.38
34	120.26
35	93.92
36	87.58
37	100.02
38	93.68
39	86.98
40	109.76
41	88
42	98.84
43	107.26
44	106.84
45	72.5
46	108.96
47	77.24
48	129.1
49	87.9
50	100.42
51	108.66
52	79.68
53	90.44
54	112.12
55	117.88
56	90
57	85.04
58	104.2
59	106.1
60	102.9
61	85.28
62	101.7
63	90.34
64	88.46
65	98.2
66	91.48
67	79.44
68	116.02
69	81.12
70	109
71	122.54
72	116.56
73	103.7
74	101.24
75	96.44
76	92.44
77	103.8
78	119.7
79	102.1
80	100.52
81	87.84
82	118.12
83	78.4
84	112.62
85	86.26
86	101.4
87	110.92
88	102.04
89	98.64
90	97.42
91	111.68
92	121.28
93	97.38
94	94.82
95	107.96
96	84.52
97	88.22
98	94.64
99	82.96
100	110.9
101	79.58
102	107.1
103	94.18
104	83.08
105	94.36
106	119.62
107	96.42
108	82.98
109	112.3
110	74.66
111	85.76
112	85.04
113	87.36
114	110.38
115	107.02
116	85.36
117	100.6
118	93.04
119	79
120	78.04
121	102.4
122	119.58
123	94.8
124	112.32
125	98.54
126	110.2
127	121.4
128	99.82
129	110.74
130	105.5
131	98.54
132	116.16
133	113.58
134	87.96
135	102.06
136	88.52
137	97.04
138	86.68
139	86.62
140	99.48
141	108.08
142	91.02
143	113.86
144	118.16
145	98.9
146	89.06
147	93.54
148	114.86
149	93.42
150	86.3
151	71.7
152	128.72
153	87.6
154	79.38
155	120.56
156	106.82
157	101.8
158	75.32
159	97.74
160	90.68
161	84.86
162	87.56
163	100.58
164	101.6
165	88.38
166	86.64
167	89.5
168	83.38
169	108.84
170	101.88
171	101.5
172	92
173	93.28
174	90.74
175	96.82
176	96.5
177	96.14
178	85.84
179	113.76
180	90.84
181	88.52
182	74.98
183	111.82
184	100.16
185	117.9
186	97.16
187	112.9
188	115.38
189	88.72
190	82.96
191	106.14
192	100.48
193	83.62
194	84.52
195	102.38
196	105.08
197	94.9
198	83.92
199	110.9
200	129.98
201	100.88
202	86.66
203	94.7
204	91.18
205	99.72
206	110.28
207	95.98
208	115.8
209	71.42
210	105.36
211	90.02
212	105.84
213	113.4
214	109.78
215	134.08
216	95.76
217	85.32
218	123.22
219	111.98
220	98.8
221	97.96
222	108.26
223	118.98
224	94.88
225	111.28
226	107.72
227	101.36
228	92.04
229	82.62
230	100.02
231	68.06
232	106.9
233	123.28
234	106.34
235	99.7
236	123.04
237	83.12
238	125.8
239	93.26
240	118.84
241	101
242	90.76
243	81.92
244	81.58
245	86.5
246	83.52
247	85.56
248	92
249	98.88
250	80.24
251	105.5
252	93.16
253	94.88
254	83.9
255	84.1
256	99.1
257	93.02
258	79.14
259	85.32
260	79.06
261	114.68
262	123.04
263	82.12
264	87.74
265	94.28
266	80.8
267	96.88
268	122.5
269	78.22
270	79.62
271	88.1
272	127.02
273	90.8
274	96.46
275	80.4
276	96.06
277	92.98
278	100.42
