0	109.8
1	96.26
2	89.08
3	119.62
4	120.1
5	100.06
6	93.3
7	93.04
8	89.18
9	92.48
10	78.06
11	87.3
12	100.5
13	73.98
14	93.34
15	78.94
16	97.52
17	111.1
18	102.06
19	114.6
20	99.32
21	111.92
22	112.18
23	75.84
24	107.36
25	94.58
26	108.04
27	84.46
28	116.06
29	87.98
30	93.18
31	105.66
32	109.86
33	103.16
34	102.82
35	104.4
36	109.88
37	97.34
38	88.16
39	127.92
40	90.58
41	94
42	100.38
43	106.04
44	117.26
45	102.92
46	100.68
47	110.88
48	100.08
49	116.18
50	96.58
51	95.08
52	89.3
53	86.62
54	101.14
55	88.38
56	90.88
57	119.26
58	92.4
59	101.58
60	121.34
61	117.96
62	93
63	88.72
64	94.36
65	86.38
66	100.06
67	97.46
68	94.66
69	107.34
70	110.06
71	118.92
72	101.02
73	89.58
74	118.24
75	95.66
76	99.7
77	107.78
78	93.22
79	124.88
80	112.94
81	107.06
82	94.28
83	95.06
84	95.74
85	120.68
86	106.6
87	90.34
88	77.9
89	86.7
90	96.5
91	118.36
92	90.64
93	90.48
94	108.44
95	105.78
96	122.4
97	102.06
98	92
99	113.08
