0	111.72
1	114.66
2	69.48
3	87.94
4	90.72
5	94.72
6	75.72
7	75.54
8	94.32
9	73.28
10	89.26
11	96.76
12	90.84
13	89.9
14	122.34
15	63.62
16	103.54
17	89.8
18	95.94
19	97.26
20	127.8
21	109.08
22	103.76
23	116.78
24	115.88
25	94.9
26	108.78
27	118.94
28	104.32
29	105.48
30	89.58
31	93.2
32	98.58
33	81.08
34	103.96
35	118.36
36	115.08
37	94.66
38	92.56
39	95.34
40	97.48
41	126.78
42	88.3
43	135.66
44	105.54
45	94
46	91.5
47	100.2
48	123.14
49	103.96
50	77.32
51	113.34
52	133.64
53	97.54
54	103.72
55	98.22
56	100.94
57	87.14
58	113.2
59	129.8
60	115.98
61	83.4
62	97.82
63	87.04
64	86.44
65	101.92
66	122.34
67	101.06
68	83.06
69	80.26
70	89.6
71	83.88
72	104.16
73	93.6
74	89.22
75	112.5
76	80.76
77	101.06
78	86.46
79	107.58
80	109.96
81	112.6
82	104.66
83	93.38
84	129.1
85	109.06
86	116.24
87	89.38
88	101.74
89	94.94
90	89.54
91	119.16
92	113.14
93	96.74
94	92.58
95	128.3
96	108.96
97	69.2
98	103.6
99	95.84
100	103.06
101	101.7
102	88.44
103	97.64
104	108.04
105	121.48
106	91.62
107	120.32
108	92.02
109	90.88
110	104.7
111	101.62
112	95.9
113	93.16
114	101.98
115	103.88
116	101.76
117	100.96
118	96.08
119	88.06
120	94.14
121	107.04
122	81.9
123	106.4
124	109.16
125	111.4
126	113.02
127	102.4
128	111.62
129	95.4
130	98.34
131	97.02
132	95.22
133	103.62
134	89.96
135	86.84
136	104.42
137	100.34
138	116.08
139	124.86
140	105
141	96.96
142	114.46
143	87.38
144	98.38
145	102.08
146	102.14
147	83.84
148	85.02
149	96.22
150	119.68
151	108.5
152	99.36
153	102.28
154	79.56
155	125.42
156	96.98
157	115.64
158	101.86
159	104.22
160	92.1
161	76.08
162	75.84
163	86.14
164	77.78
165	88.66
166	106.8
167	99.18
168	111.4
169	96.06
170	97.42
171	90.86
172	93.5
173	95.42
174	115.36
175	94.98
176	116.6
177	113.28
178	83.64
179	116.78
180	90.06
181	121.06
182	90.7
183	89.72
184	97.5
185	101.7
186	107.4
187	98.04
188	71.26
189	86.84
190	81.32
191	85.28
192	103.14
193	97.34
194	119.28
195	99.82
196	116.6
197	95.6
198	95.12
199	94.56
200	120.46
201	108.7
202	96.42
203	86.86
204	90.26
205	86.76
206	92.94
207	113.48
208	68.3
209	82.4
210	94.8
211	101.16
212	114.96
213	118.72
214	98.28
215	102.42
216	122.5
217	95.8
218	114.7
219	103.56
220	93.8
221	102.6
222	115.52
223	96
224	99.4
225	103.34
226	99
227	104.9
228	95.7
229	96.88
230	89.3
231	93.56
232	101.42
233	85.5
234	97.02
235	97.26
236	79.14
237	104.34
238	97.94
239	95.42
240	112
241	98.38
242	75.94
243	112.6
244	98.54
245	105.2
246	84.04
247	101.82
248	82.5
249	79.86
250	137.46
251	101.06
252	134.28
253	77.42
254	80.14
255	92.46
256	92.04
257	82.14
258	72.48
259	106.4
260	96.94
261	103.52
262	113.38
263	89.8
264	82.82
265	86.76
266	111.26
267	87.54
268	122.82
269	93.58
270	90.34
271	102.32
272	95.58
273	116.14
274	112.7
275	111.84
276	106.24
277	96.9
278	74.9
279	91.18
280	158.36
281	103.02
282	80.94
283	98.08
284	111.68
285	81.7
286	99.6
287	93.74
288	106.08
289	101.48
290	137.6
291	92.84
292	110.56
293	103.94
294	72.34
295	111.64
296	137.3
297	81.42
298	110.18
299	90.18
300	97.62
301	108.48
302	107.16
303	100.28
304	96.84
305	107.4
306	96.64
307	97.9
308	121.82
309	98.76
310	86.72
311	102.92
312	95.18
313	76.22
314	73.9
315	123.74
316	96.34
317	89.4
318	115.32
319	122.02
320	100.44
321	95.48
322	116.1
323	97.38
324	123.6
325	110.56
326	99.86
327	106.34
328	99.78
329	78.4
330	96.44
331	109.58
332	81.74
333	84.98
334	100.36
335	112.58
336	146
337	83.92
338	89.54
339	88.52
340	100.52
341	116.18
342	110.74
343	105.4
344	94.38
345	103.92
346	89.48
347	114.46
348	79.34
349	95.8
350	70.62
351	92.92
352	130.16
353	95.62
354	83.14
355	92.58
356	99.74
357	132.08
358	122.58
359	87.96
360	110.06
361	88.14
362	82.46
363	86.74
364	78.48
365	123.9
366	75.84
367	107.84
368	107.86
369	92.1
370	117.9
371	109.5
372	86.9
373	86.58
374	76.08
375	87.76
376	117.46
377	105.54
378	92.68
379	116.62
380	94.2
381	96.96
382	74.7
383	97.72
384	103.88
385	105.72
386	96.88
387	90.76
388	118.58
389	101.22
390	101.52
391	110.72
392	74.52
393	73.66
394	101.16
395	105.12
396	120.5
397	87.46
398	136.1
399	100.64
400	77.42
401	117.4
402	90.22
403	89.54
404	88.9
405	92.32
406	99.84
407	96.32
408	70.52
409	102.1
410	96.78
411	88.8
412	93.82
413	112.12
414	82.18
415	122.94
416	96.66
417	98.42
418	87.26
419	104.9
420	99.3
421	105.36
422	106.68
423	105.4
424	86.18
425	79.6
426	105.96
427	75.62
428	82.72
429	94.24
430	119.82
431	96.38
432	97.52
433	103.58
434	78.06
435	113.68
436	108.3
437	94.12
438	89.48
439	87.2
440	130.58
441	92.36
442	132.28
443	102.34
444	85.48
445	98.64
446	104.38
447	95.2
448	107.48
449	119.66
450	109.8
451	116.42
452	88.12
453	101.58
454	85.28
455	97.84
456	104.92
457	102.54
458	110.48
459	102.38
460	92.12
461	96.06
462	103
463	69.5
464	85.16
465	92.58
466	132.96
467	102.04
468	80.54
469	78.42
470	107.16
471	112.64
472	93.36
473	100.6
474	86.72
475	115.64
476	110.84
477	93.16
478	84.24
479	100.96
